 precio ,col,muni,cord,lat,long,terr,const,cuart,sanit,piso
" $7,000,000.00 ",Rinc¢n del Vergel,"Monterrey
      ","25.58049, -100.2521871",25.58049,-100.2521871,,275,3,4,
" $55,000,000.00 ",San Agustin Campestre,San Pedro Garza Garc°a,"25.6302468, -100.3391024",25.6302468,-100.3391024,,723,3,4,
" $6,250,000.00 ",Mitras Centro,"Monterrey
      ","25.6915504354, -100.3435742855",25.69155044,-100.3435743,,323,8,4,
" $11,000,000.00 ",Bosque Residencial,"Santiago
      ","25.47003, -100.192879",25.47003,-100.192879,,395,3,4,
" $3,900,000.00 ",Bosque de San Pedro,"Santiago
      ","25.3849145, -100.1153451",25.3849145,-100.1153451,,151,2,1,
" $55,000,000.00 ",Palo Blanco,San Pedro Garza Garc°a,"25.655073, -100.398209",25.655073,-100.398209,,800,3,4,
" $9,500,000.00 ",Los Cristales,"Monterrey
      ","25.530876, -100.206398",25.530876,-100.206398,,327,3,3,
" $40,000,000.00 ",Valle de San µngel Rinc¢n FrancÇs,San Pedro Garza Garc°a,"25.6306621, -100.3742979",25.6306621,-100.3742979,,950,3,NaN,
" $14,900,000.00 ",Laderas Caranday,"Monterrey
      ","25.548473, -100.213898",25.548473,-100.213898,,480,3,4,
" $19,000,000.00 ",Mitras Sur,"Monterrey
      ","25.685202, -100.346298",25.685202,-100.346298,,650,4,4,
" $8,130,700.00 ",Colinas de San Jer¢nimo,"Monterrey
      ","25.686308, -100.376068",25.686308,-100.376068,,223,3,2,
" $39,500,000.00 ",Zona la Cima,San Pedro Garza Garc°a,"25.653153, -100.4006795",25.653153,-100.4006795,,870,4,4,
" $6,100,000.00 ",Cumbres Elite Premier,Garc°a,"25.745422, -100.435944",25.745422,-100.435944,,335,4,4,
" $17,950,000.00 ",Santa Engracia,San Pedro Garza Garc°a,"25.656219, -100.346664",25.656219,-100.346664,,300,3,2,
" $8,000,000.00 ",Contry,"Monterrey
      ","25.635172, -100.278221",25.635172,-100.278221,,244,3,3,
" $12,900,000.00 ",Los Colorines,San Pedro Garza Garc°a,"25.6319793, -100.3463398",25.6319793,-100.3463398,,413,3,3,
" $29,500,000.00 ",Jardines de San Agust°n 2 Sector,San Pedro Garza Garc°a,"25.6318718, -100.3350543",25.6318718,-100.3350543,,857.24,4,4,
" $8,900,000.00 ",San Pedro Garza Garcia Centro,San Pedro Garza Garc°a,"25.657389, -100.401802",25.657389,-100.401802,,182,3,2,
" $7,800,000.00 ",Colinas de las Cumbres,"Monterrey
      ","25.71633, -100.386566",25.71633,-100.386566,,378,3,3,
" $1,600,000.00 ",Sierra Vista,Ju†rez,"25.639685, -100.165527",25.639685,-100.165527,,105,3,2,
" $21,900,000.00 ",Valle de San µngel Rinc¢n FrancÇs,San Pedro Garza Garc°a,"25.6266333, -100.3648095",25.6266333,-100.3648095,,385,3,4,
" $99,500,000.00 ",Zona de Los Callejones,San Pedro Garza Garc°a,"25.6670197029, -100.397958765",25.6670197,-100.3979588,,"3,172",NaN,NaN,
" $8,950,000.00 ",Las Torres,"Monterrey
      ","25.617205, -100.283852",25.617205,-100.283852,,406,4,3,
" $2,970,000.00 ",Santa Tais,"Santiago
      ","25.36808, -100.124786",25.36808,-100.124786,,125,3,2,
" $6,850,000.00 ",Condado de Asturias,"Santiago
      ","25.457893, -100.164276",25.457893,-100.164276,,245,3,3,
" $42,000,000.00 ",Sierra Alta,"Monterrey
      ","25.743982, -100.37278",25.743982,-100.37278,,900,5,6,
" $16,800,000.00 ",Laderas Caranday,"Monterrey
      ","25.543468, -100.217422",25.543468,-100.217422,,471,3,3,
" $14,950,000.00 ",Zona Palo Blanco,San Pedro Garza Garc°a,"25.65826, -100.404999",25.65826,-100.404999,,310,3,3,
" $30,500,000.00 ",Privada la Herradura,"Monterrey
      ","25.566343, -100.225166",25.566343,-100.225166,,578,4,3,
" $6,200,000.00 ",Moretta,"Monterrey
      ","25.522898, -100.208939",25.522898,-100.208939,,173,3,3,
" $36,000,000.00 ",Sierra Alta,"Monterrey
      ","25.580734, -100.258484",25.580734,-100.258484,,"1,450",5,8,
" $27,000,000.00 ",Vista Hermosa,"Monterrey
      ","25.648895, -100.2738196",25.648895,-100.2738196,,"1,083",3,3,
" $9,200,000.00 ",Amorada Privada Residencial,"Santiago
      ","25.48562, -100.18013",25.48562,-100.18013,,315,3,NaN,
" $17,350,000.00 ",Carrizalejo,San Pedro Garza Garc°a,"25.6369869, -100.3659308",25.6369869,-100.3659308,,337,3,4,
" $16,500,000.00 ",Contry la Silla,"Guadalupe
      ","25.6439935, -100.265169",25.6439935,-100.265169,,550,5,6,
" $5,050,000.00 ",General Zuazua Centro,"General Zuazua
      ","25.8918, -100.111832",25.8918,-100.111832,,300,3,3,
" $4,300,000.00 ",Misi¢n de An†huac,"General Escobedo
      ","25.783634, -100.270264",25.783634,-100.270264,,172,3,2,
" $6,000,000.00 ",Monterrey Centro,"Monterrey
      ","25.681046, -100.303604",25.681046,-100.303604,,184,5,4,
" $3,090,000.00 ",Altrysa,Garc°a,"25.768967, -100.438744",25.768967,-100.438744,,160,3,2,
" $11,300,000.00 ",Jardines del Paseo,"Monterrey
      ","25.623785, -100.305908",25.623785,-100.305908,,392,3,4,
" $14,000,000.00 ",Amorada Privada Residencial,"Santiago
      ","25.4846201, -100.1811313",25.4846201,-100.1811313,,550,3,4,
" $6,200,000.00 ",Cumbres Elite Premier,Garc°a,"25.748951, -100.433609",25.748951,-100.433609,,330,3,3,
" $37,800,000.00 ",Mirasierra 1er Sector,San Pedro Garza Garc°a,"25.6540074, -100.3887441",25.6540074,-100.3887441,,550,3,3,
" $16,950,000.00 ",Carrizalejo,San Pedro Garza Garc°a,"25.6432982, -100.3627542",25.6432982,-100.3627542,,337,3,3,
" $4,050,000.00 ",Bosques Del Poniente,"Santa Catarina
      ","25.677511, -100.452972",25.677511,-100.452972,,153,3,2,
" $63,338,071.00 ",Carrizalejo,San Pedro Garza Garc°a,"25.6369869, -100.3659308",25.6369869,-100.3659308,,637,3,3,
" $71,979,417.00 ",Carrizalejo,San Pedro Garza Garc°a,"25.6369869, -100.3659308",25.6369869,-100.3659308,,646,4,4,
" $6,400,000.00 ",Porto Cumbres,Garc°a,"25.801031, -100.586197",25.801031,-100.586197,,284,3,4,
" $3,950,000.00 ",Privadas de An†huac Sector Irlandes,"General Escobedo
      ","25.7749179, -100.2756191",25.7749179,-100.2756191,,178,3,2,
" $1,800,000.00 ",Mitras Poniente,Garc°a,"25.779629, -100.434067",25.779629,-100.434067,,195,3,1,
" $12,000,000.00 ",Libertad,"Guadalupe
      ","25.687517, -100.252396",25.687517,-100.252396,,329,4,4,
" $9,300,000.00 ",Villas Coloniales,"Apodaca
      ","25.809395, -100.191376",25.809395,-100.191376,,350,3,4,
" $5,300,000.00 ",Cumbres Elite Sector Villas,"Monterrey
      ","25.744392, -100.403503",25.744392,-100.403503,,211,3,2,
" $6,990,000.00 ",Valles de Santiago,"Santiago
      ","25.45841, -100.164574",25.45841,-100.164574,,286,3,3,
" $25,000,000.00 ",Yerbaniz,"Santiago
      ","25.502638, -100.182442",25.502638,-100.182442,,826,3,5,
" $18,000,000.00 ",Colinas de San Jer¢nimo,"Monterrey
      ","25.686308, -100.376068",25.686308,-100.376068,,505,3,5,
" $5,200,000.00 ",Cumbres Elite Sector Villas,"Monterrey
      ","25.745665, -100.404274",25.745665,-100.404274,,213,3,4,
" $8,600,000.00 ",El Barro,"Monterrey
      ","25.518665, -100.205193",25.518665,-100.205193,,405,4,4,
" $15,000,000.00 ",Bosques de las Misiones Sector Encino,"Santiago
      ","25.50135, -100.179237",25.50135,-100.179237,,542,4,7,
" $9,100,000.00 ",El Barrial,"Santiago
      ","25.470518, -100.183525",25.470518,-100.183525,,346,3,5,
" $8,950,000.00 ",Lomas del Paseo,"Monterrey
      ","25.619686, -100.301414",25.619686,-100.301414,,360,4,5,
" $15,800,000.00 ",Colinas de San Jer¢nimo,"Monterrey
      ","25.675829, -100.371391",25.675829,-100.371391,,600,4,6,
" $100,000,000.00 ",San Patricio,San Pedro Garza Garc°a,"25.667835, -100.390022",25.667835,-100.390022,,970,4,7,
" $8,000,000.00 ",Rinc¢n de las Huertas,"Santa Catarina
      ","25.6830674, -100.4556236",25.6830674,-100.4556236,,230,3,2,
" $3,350,000.00 ",Almer°a,"Apodaca
      ","25.7666122, -100.1312164",25.7666122,-100.1312164,,181,3,2,
" $5,800,000.00 ",Cumbres Elite Premier,Garc°a,"25.7451258, -100.4358416",25.7451258,-100.4358416,,289,5,5,
" $13,300,000.00 ",Santa Isabel,"Monterrey
      ","25.53294, -100.200378",25.53294,-100.200378,,487,3,4,
" $31,000,000.00 ",La Parvada,San Pedro Garza Garc°a,"25.6531325098, -100.3915644131",25.65313251,-100.3915644,,460,3,4,
" $14,500,000.00 ",El Barro,"Santiago
      ","25.5193087, -100.2088519",25.5193087,-100.2088519,,480,4,4,
" $14,300,000.00 ",Yerbaniz,"Santiago
      ","25.499104, -100.175079",25.499104,-100.175079,,465,4,6,
" $12,000,000.00 ",Carolco,"Monterrey
      ","25.6999805, -100.3538955",25.6999805,-100.3538955,,500,3,4,
" $11,200,000.00 ",Aires del Vergel,"Monterrey
      ","25.5490147, -100.2174293",25.5490147,-100.2174293,,365,3,5,
" $14,550,000.00 ",Bosquencinos,"Monterrey
      ","25.5889538, -100.2819423",25.5889538,-100.2819423,,406,3,3,
" $6,150,000.00 ",Cumbres Elite,"Monterrey
      ","25.7375807, -100.4086952",25.7375807,-100.4086952,,220,3,2,
" $7,800,000.00 ",Las Cumbres 4 Sector  A,"Monterrey
      ","25.73855, -100.4055797",25.73855,-100.4055797,,455,3,3,
" $62,000,000.00 ",Valle de San µngel Sect Espa§ol,San Pedro Garza Garc°a,"25.6245774, -100.364898",25.6245774,-100.364898,,"1,500",6,8,
" $1,850,000.00 ",Paseo de las Fuentes,"Apodaca
      ","25.705509, -100.147804",25.705509,-100.147804,,145,3,2,
" $80,000,000.00 ",Jardines de San Agustin,San Pedro Garza Garc°a,"25.632069, -100.33506",25.632069,-100.33506,,"1,790",4,5,
" $36,000,000.00 ",Del Valle,San Pedro Garza Garc°a,"25.6593353, -100.3724401",25.6593353,-100.3724401,,602,4,5,
" $5,200,000.00 ",Alamosur,"Santiago
      ","25.356708, -100.091687",25.356708,-100.091687,,280,3,3,
" $14,850,000.00 ",Las Cumbres,"Monterrey
      ","25.76347, -100.390579",25.76347,-100.390579,,420,5,3,
" $3,850,000.00 ",Rayones,"Rayones
      ","25.0160712, -100.0748225",25.0160712,-100.0748225,,530,3,2,
" $14,900,000.00 ",El Uro,"Monterrey
      ","25.5553563, -100.2323261",25.5553563,-100.2323261,,625,4,3,
" $5,380,000.00 ",La Monta§a,Garc°a,"25.754316, -100.472",25.754316,-100.472,,265,3,4,
" $24,427,950.00 ",Portal de Valle Alto,"Monterrey
      ","25.586382, -100.275879",25.586382,-100.275879,,561,4,6,
" $147,000,000.00 ",Las Estancias,"Monterrey
      ","25.5591478, -100.2520715",25.5591478,-100.2520715,,"1,480",3,3,
" $12,500,000.00 ",Lomas del Roble,San Nicol†s de los Garza,"25.740665, -100.320877",25.740665,-100.320877,,416,3,4,
" $10,850,000.00 ",Vista Hermosa,"Monterrey
      ","25.690971, -100.356819",25.690971,-100.356819,,310,3,3,
" $9,000,000.00 ",Cumbres del Sol,"Monterrey
      ","25.7027604796, -100.3738461583",25.70276048,-100.3738462,,430,3,3,
" $23,000,000.00 ",Vista Hermosa,"Monterrey
      ","25.690971, -100.356819",25.690971,-100.356819,,631,3,4,
" $25,000,000.00 ",Balcones Del Campestre,San Pedro Garza Garc°a,"25.6366599, -100.3294415",25.6366599,-100.3294415,,510,NaN,NaN,
" $19,900,000.00 ",Villa Monta§a,San Pedro Garza Garc°a,"25.6449737, -100.4014395",25.6449737,-100.4014395,,580,4,4,
" $4,300,000.00 ",Privalia Cumbres,Garc°a,"25.766693, -100.462708",25.766693,-100.462708,,187,3,2,
" $17,950,000.00 ",El Uro,"Monterrey
      ","25.5521095, -100.2344798",25.5521095,-100.2344798,,433,3,5,
" $6,050,000.00 ",Cumbres Elite Premier,Garc°a,"25.745422, -100.435944",25.745422,-100.435944,,166,3,4,
" $5,200,000.00 ",Santoral,Garc°a,"25.801031, -100.586197",25.801031,-100.586197,,280,3,4,
" $9,980,000.00 ",Amorada Privada Residencial,"Santiago
      ","25.48562, -100.18013",25.48562,-100.18013,,395,3,5,
" $5,100,000.00 ",Dominio Cumbres,Garc°a,"25.7714396, -100.4631917",25.7714396,-100.4631917,,265,3,4,
" $11,100,000.00 ",Las Monta§as,"Santa Catarina
      ","25.6617824, -100.4387784",25.6617824,-100.4387784,,266,3,3,
" $5,950,000.00 ",Valle del Contry,"Guadalupe
      ","25.657412, -100.26355",25.657412,-100.26355,,293,4,5,
" $47,000,000.00 ",Portal del Huajuco,"Monterrey
      ","25.570089, -100.225471",25.570089,-100.225471,,"1,012",4,6,
" $21,950,000.00 ",Residencial Chipinque 2 Sector,San Pedro Garza Garc°a,"25.6322523, -100.3613174",25.6322523,-100.3613174,,665,3,7,
" $35,000,000.00 ",Del Valle,San Pedro Garza Garc°a,"25.6604051, -100.3836545",25.6604051,-100.3836545,,576,4,3,
" $10,750,000.00 ",Monterrey Centro,"Monterrey
      ","25.6780368, -100.3133067",25.6780368,-100.3133067,,423,NaN,NaN,
" $5,300,000.00 ",Centro Villa de Garcia (casco),Garc°a,"25.815294, -100.596321",25.815294,-100.596321,,232,1,1,
" $19,900,000.00 ",El Uro Oriente,"Monterrey
      ","25.551855, -100.219193",25.551855,-100.219193,,500,3,5,
" $4,300,000.00 ",Bosques Del Poniente,"Santa Catarina
      ","25.6758309, -100.4595593",25.6758309,-100.4595593,,152,3,2,
" $13,200,000.00 ",Bosques de las Misiones Sector Encino,"Santiago
      ","25.50135, -100.179237",25.50135,-100.179237,,504,3,4,
" $26,000,000.00 ",Villas Del Pedregal,San Pedro Garza Garc°a,"25.6363594, -100.3875155",25.6363594,-100.3875155,,374,3,4,
" $9,200,000.00 ",La Primavera 1 Sector,"Monterrey
      ","25.7121793, -100.2935724",25.7121793,-100.2935724,,354,6,5,
" $5,200,000.00 ",Piedra de Fierro,"Santiago
      ","25.353191, -100.096458",25.353191,-100.096458,,280,3,3,
" $99,000,000.00 ",La Joya,San Pedro Garza Garc°a,"25.6201244, -100.36085",25.6201244,-100.36085,,"1,500",5,4,
" $7,900,000.00 ",Bosques de Lindavista,San Nicol†s de los Garza,"25.71681, -100.214119",25.71681,-100.214119,,210,3,4,
" $13,700,000.00 ",Bosques de las Misiones Sector Encino,"Santiago
      ","25.50135, -100.179237",25.50135,-100.179237,,508,4,6,
" $99,500,000.00 ",Joya del Venado,San Pedro Garza Garc°a,"25.6201244, -100.36085",25.6201244,-100.36085,,"1,500",5,5,
" $70,000,000.00 ",Residencial Sierra Del Valle,San Pedro Garza Garc°a,"25.6327684, -100.3789161",25.6327684,-100.3789161,,701,4,4,
" $89,950,000.00 ",San Patricio,San Pedro Garza Garc°a,"25.6659457, -100.3920808",25.6659457,-100.3920808,,"1,322",5,5,
" $42,500,000.00 ",Fraccionamiento Las Misiones,"Santiago
      ","25.511507, -100.1843333",25.511507,-100.1843333,,728,4,5,
" $80,000,000.00 ",Valle de San µngel,San Pedro Garza Garc°a,"25.6283267, -100.3621676",25.6283267,-100.3621676,,"1,000",4,4,
" $45,500,000.00 ",Del Valle,San Pedro Garza Garc°a,"25.6554843, -100.3704401",25.6554843,-100.3704401,,888,4,7,
" $75,950,000.00 ",Valle de San µngel,San Pedro Garza Garc°a,"25.6266333, -100.3648095",25.6266333,-100.3648095,,"1,100",5,9,
" $8,100,000.00 ",Colinas de San Jer¢nimo,"Monterrey
      ","25.6853582, -100.3771083",25.6853582,-100.3771083,,225,3,2,
" $18,490,000.00 ",Vista Real,San Pedro Garza Garc°a,"25.6521744, -100.3231955",25.6521744,-100.3231955,,410,3,4,
" $9,800,000.00 ",Ventanas de La Huasteca,"Santa Catarina
      ","25.657747, -100.452904",25.657747,-100.452904,,250,4,4,
" $18,800,000.00 ",Vista Hermosa,"Monterrey
      ","25.6999805, -100.3538955",25.6999805,-100.3538955,,284,5,5,
" $6,400,000.00 ",Villa Las Fuentes,"Monterrey
      ","25.612429, -100.263145",25.612429,-100.263145,,340,4,4,
" $3,480,000.00 ",Recova Residencial,"Apodaca
      ","25.7661428, -100.2157142",25.7661428,-100.2157142,,200,3,3,
" $4,300,000.00 ",Nexxus Residencial Sector Cristal,"General Escobedo
      ","25.768831, -100.311081",25.768831,-100.311081,,336,4,4,
" $66,407,467.00 ",Carrizalejo,San Pedro Garza Garc°a,"25.6378647, -100.3642817",25.6378647,-100.3642817,,646,4,4,
" $50,679,374.00 ",Carrizalejo,San Pedro Garza Garc°a,"25.6328647, -100.3692817",25.6328647,-100.3692817,,518,3,NaN,
" $55,507,804.00 ",Carrizalejo,San Pedro Garza Garc°a,"25.6368647, -100.3652817",25.6368647,-100.3652817,,602,3,4,
" $57,843,749.00 ",Carrizalejo,San Pedro Garza Garc°a,"25.6368647, -100.3652817",25.6368647,-100.3652817,,637,3,4,
" $50,470,974.00 ",Carrizalejo,San Pedro Garza Garc°a,"25.6378647, -100.3642817",25.6378647,-100.3642817,,523,4,4,
" $51,149,341.00 ",Carrizalejo,San Pedro Garza Garc°a,"25.6328647, -100.3692817",25.6328647,-100.3692817,,591,3,3,
" $22,000,000.00 ",Residencial San Agustin 1 Sector,San Pedro Garza Garc°a,"25.654228, -100.343002",25.654228,-100.343002,,425,3,5,
" $4,150,000.00 ",Rinconada Colonial,"Apodaca
      ","25.801794, -100.19696",25.801794,-100.19696,,203,3,2,
" $5,200,000.00 ",Santoral,Garc°a,"25.7684719, -100.4630248",25.7684719,-100.4630248,,265,3,5,
" $13,350,000.00 ",El Uro,"Monterrey
      ","25.5553563, -100.2323261",25.5553563,-100.2323261,,400,3,3,
" $4,200,000.00 ",Ignacio Zaragoza,"Guadalupe
      ","25.684172, -100.230545",25.684172,-100.230545,,334,4,4,
" $20,000,000.00 ",La Escondida Residencial,"Guadalupe
      ","25.6423386, -100.1967766",25.6423386,-100.1967766,,472,4,6,
" $34,900,000.00 ",Sierra Alta,"Monterrey
      ","25.743982, -100.37278",25.743982,-100.37278,,900,5,6,
" $3,708,000.00 ",Valle de Cadereyta,Cadereyta JimÇnez,"25.582439, -100.000061",25.582439,-100.000061,,200,3,2,
" $61,500,000.00 ",Del Valle,San Pedro Garza Garc°a,"25.6564843, -100.3694401",25.6564843,-100.3694401,,900,4,6,
" $65,000,000.00 ",Libertad,"Guadalupe
      ","25.688082, -100.252716",25.688082,-100.252716,,"1,480",12,8,
" $13,950,000.00 ",Lomas del Roble,San Nicol†s de los Garza,"25.7441133, -100.318023",25.7441133,-100.318023,,416,3,6,
" $13,000,000.00 ",Cerradas de An†huac 1er Sector,"General Escobedo
      ","25.7740724, -100.2716319",25.7740724,-100.2716319,,135,2,3,
" $62,000,000.00 ",Valle de San µngel Sect Espa§ol,San Pedro Garza Garc°a,"25.625444, -100.364105",25.625444,-100.364105,,"1,500",6,8,
" $23,250,000.00 ",V°a Cordillera,"Santa Catarina
      ","25.656376, -100.443169",25.656376,-100.443169,,442,3,3,
" $8,300,000.00 ",Lagos del Bosque,"Monterrey
      ","25.5982399, -100.2644146",25.5982399,-100.2644146,,364,3,4,
" $47,500,000.00 ",Sierra Alta,"Monterrey
      ","25.562769, -100.268196",25.562769,-100.268196,,"1,159",5,8,
" $13,200,000.00 ",Fuentes del Valle,San Pedro Garza Garc°a,"25.6650988, -100.3642289",25.6650988,-100.3642289,,236,3,2,
" $3,500,000.00 ",Monterrey Centro,"Monterrey
      ","25.673275, -100.3284",25.673275,-100.3284,,168,3,2,
" $3,500,000.00 ",Acanto Residencial,"Apodaca
      ","25.786028, -100.187225",25.786028,-100.187225,,156,3,2,
" $29,500,000.00 ",Valle de San µngel Sect Espa§ol,San Pedro Garza Garc°a,"25.625561, -100.36554",25.625561,-100.36554,,400,5,5,
" $23,250,000.00 ",Residencial Cordillera,"Santa Catarina
      ","25.6565373, -100.4428707",25.6565373,-100.4428707,,436,3,3,
" $5,650,000.00 ",Santoral,Garc°a,"25.787155, -100.59787",25.787155,-100.59787,,288,NaN,3,
" $57,000,000.00 ",Renacimiento,"Monterrey
      ","25.696618, -100.317839",25.696618,-100.317839,,865,3,3,
" $2,000,000.00 ",Valle Sur,Ju†rez,"25.653194, -100.146523",25.653194,-100.146523,,150,3,2,
" $13,000,000.00 ",La Vereda Privada Residencial,"Monterrey
      ","25.69698, -100.383163",25.69698,-100.383163,,329,3,4,
" $28,000,000.00 ",Cantizal,"Santa Catarina
      ","25.6534117, -100.430047",25.6534117,-100.430047,,550,3,3,
" $27,500,000.00 ",Balcones Del Campestre,San Pedro Garza Garc°a,"25.6366599, -100.3294415",25.6366599,-100.3294415,,710,NaN,NaN,
" $12,750,000.00 ",Palo Blanco,San Pedro Garza Garc°a,"25.6551573, -100.3982221",25.6551573,-100.3982221,,350,4,3,
" $14,900,000.00 ",Granadas,"Monterrey
      ","25.554995, -100.221344",25.554995,-100.221344,,490,4,4,
" $14,900,000.00 ",Los Almendros,"Monterrey
      ","25.5553993, -100.2323694",25.5553993,-100.2323694,,467,4,4,
" $4,320,790.00 ",Centro Villa de Garcia (casco),Garc°a,"25.8013228, -100.595377",25.8013228,-100.595377,,209,3,2,
" $3,890,250.00 ",Centro Villa de Garcia (casco),Garc°a,"25.8115564, -100.5947662",25.8115564,-100.5947662,,204,3,2,
" $2,350,000.00 ",El Castillo,"Santa Catarina
      ","25.6708228, -100.4702169",25.6708228,-100.4702169,,70,2,2,
" $27,000,000.00 ",Colonial La Sierra,San Pedro Garza Garc°a,"25.662645, -100.398396",25.662645,-100.398396,,700,3,5,
" $45,000,000.00 ",Sierra Alta 9o Sector,"Monterrey
      ","25.5611876, -100.2729589",25.5611876,-100.2729589,,"1,081",4,4,
" $48,000,000.00 ",Lomas Del Rosario,San Pedro Garza Garc°a,"25.6400435335, -100.394000001",25.64004353,-100.394,,"1,100",4,4,
" $2,300,000.00 ",Praderas de la Silla,"Guadalupe
      ","25.641384, -100.210594",25.641384,-100.210594,,93,3,2,
" $19,000,000.00 ",Gonzalitos,"Monterrey
      ","25.648895, -100.2738196",25.648895,-100.2738196,,605,4,4,
" $15,750,000.00 ",Sierra Alta 3er Sector,"Monterrey
      ","25.578436, -100.2730268",25.578436,-100.2730268,,463,4,4,
" $4,500,000.00 ",Bosques Del Poniente,"Santa Catarina
      ","25.6805478, -100.4500032",25.6805478,-100.4500032,,186,3,2,
" $8,500,000.00 ",Apodaca Technology Park,"Apodaca
      ","25.801413, -100.113129",25.801413,-100.113129,,430,4,4,
" $17,800,000.00 ",Palo Blanco,San Pedro Garza Garc°a,"25.656191, -100.402153",25.656191,-100.402153,,520,3,4,
" $132,000,000.00 ",Las Calzadas,San Pedro Garza Garc°a,"25.6220662, -100.3388083",25.6220662,-100.3388083,,"1,800",5,5,
" $12,800,000.00 ",Contry la Silla,"Guadalupe
      ","25.6228136, -100.2750693",25.6228136,-100.2750693,,600,4,4,
" $4,400,000.00 ",An†huac Sendero,San Nicol†s de los Garza,"25.767706, -100.276138",25.767706,-100.276138,,198,3,3,
" $7,290,000.00 ",Huajuquito O los Cavazos,"Santiago
      ","25.451218, -100.165848",25.451218,-100.165848,,265,3,3,
" $6,690,000.00 ",Huajuquito O los Cavazos,"Santiago
      ","25.451218, -100.165848",25.451218,-100.165848,,274,3,3,
" $5,996,500.00 ",Los Rodriguez,"Santiago
      ","25.477669, -100.173187",25.477669,-100.173187,,245,3,3,
" $16,500,000.00 ",Contry,"Monterrey
      ","25.635172, -100.278221",25.635172,-100.278221,,486,3,4,
" $3,600,000.00 ",Cumbres Oro Residencial,"Monterrey
      ","25.741014, -100.393974",25.741014,-100.393974,,198,3,3,
" $9,400,000.00 ",El Barro,"Monterrey
      ","25.519079, -100.208847",25.519079,-100.208847,,346,4,5,
" $9,400,000.00 ",El Barro,"Monterrey
      ","25.519079, -100.208847",25.519079,-100.208847,,360,4,5,
" $3,990,000.00 ",Valle Verde 1 Sector,"Monterrey
      ","25.7377123, -100.3765122",25.7377123,-100.3765122,,304,8,8,
" $6,100,000.00 ",Alcatraces Residencial,San Nicol†s de los Garza,"25.72876, -100.227074",25.72876,-100.227074,,211,3,3,
" $12,950,000.00 ",Ampliaci¢n Lomas del Campestre,San Pedro Garza Garc°a,"25.6407489, -100.3326533",25.6407489,-100.3326533,,247,3,2,
" $2,950,000.00 ",Nueva Madero,Cadereyta JimÇnez,"25.564404, -100.0214",25.564404,-100.0214,,250,3,3,
" $5,850,000.00 ",Mitras Centro,"Monterrey
      ","25.696842, -100.340378",25.696842,-100.340378,,257,3,2,
" $15,500,000.00 ",Contry la Silla,"Guadalupe
      ","25.631559, -100.265022",25.631559,-100.265022,,572,3,3,
" $8,400,000.00 ",Privada los Franciscanos,"Santiago
      ","25.504614, -100.19622",25.504614,-100.19622,,236,3,4,
" $38,750,000.00 ",Las Cumbres 2 Sector,"Monterrey
      ","25.695618, -100.318839",25.695618,-100.318839,,"1,000",4,9,
" $5,500,000.00 ",Alamosur,"Santiago
      ","25.356708, -100.091687",25.356708,-100.091687,,250,3,4,
" $4,600,000.00 ",Centro,"Monterrey
      ","25.6547621, -100.3043446",25.6547621,-100.3043446,,143,3,2,
" $16,174,000.00 ",Colinas del Valle,"Monterrey
      ","25.677221, -100.39415",25.677221,-100.39415,,609,5,7,
" $59,950,000.00 ",Zona Valle Poniente,San Pedro Garza Garc°a,"25.6541322, -100.4282162",25.6541322,-100.4282162,,"1,075",4,8,
" $4,900,000.00 ",Rinconada Colonial,"Apodaca
      ","25.801794, -100.19696",25.801794,-100.19696,,229,3,3,
" $8,450,000.00 ",Condado de Asturias,"Santiago
      ","25.460781, -100.165863",25.460781,-100.165863,,290,3,3,
" $43,000,000.00 ",Balcones Del Campestre,San Pedro Garza Garc°a,"25.6366599, -100.3294415",25.6366599,-100.3294415,,722,5,6,
" $16,500,000.00 ",Las Lajas 1 Sector,"Monterrey
      ","25.6963929, -100.3754367",25.6963929,-100.3754367,,417,4,4,
" $7,500,000.00 ",Monterrey Centro,"Monterrey
      ","25.678089, -100.313232",25.678089,-100.313232,,150,3,2,
" $35,000,000.00 ",Sierra Alta,"Monterrey
      ","25.580734, -100.258484",25.580734,-100.258484,,850,6,8,
" $25,500,000.00 ",Colinas de La Sierra Madre,San Pedro Garza Garc°a,"25.637148, -100.37838",25.637148,-100.37838,,523,4,4,
" $16,280,000.00 ",Lagos del Vergel,"Monterrey
      ","25.584736, -100.271507",25.584736,-100.271507,,602,3,3,
" $5,940,000.00 ",Viento Libre,"Santiago
      ","25.467871, -100.160866",25.467871,-100.160866,,218,3,4,
" $36,000,000.00 ",Del Valle Sect Norte,San Pedro Garza Garc°a,"25.7147328, -100.2913533",25.7147328,-100.2913533,,750,5,5,
" $5,940,000.00 ",Viento Libre,"Santiago
      ","25.467871, -100.160866",25.467871,-100.160866,,206,3,3,
" $5,940,000.00 ",Viento Libre,"Santiago
      ","25.467871, -100.160866",25.467871,-100.160866,,218,3,3,
" $6,000,000.00 ",Viento Libre,"Santiago
      ","25.467871, -100.160866",25.467871,-100.160866,,224,3,3,
" $6,450,000.00 ",Viento Libre,"Santiago
      ","25.467871, -100.160866",25.467871,-100.160866,,258,3,3,
" $5,500,000.00 ",Santa Fe,"Monterrey
      ","25.6950983, -100.2654748",25.6950983,-100.2654748,,332,3,3,
" $35,000,000.00 ",La Cima 2do Sector,San Pedro Garza Garc°a,"25.6252695, -100.372912",25.6252695,-100.372912,,812,4,5,
